,a01,stime_h_xxb,stime_m_xxb,xxb_mid,xxb_01,xxb_02,xxb_03,xxb_04,xxb_05,xxb_06,xxb_07,xxb_08,xxb_09,xxb_10,xxb_11,xxb_12,xxb_13,xxb_14,xxb_15a,xxb_15b,xxb_15c,xxb_16,xxb_17a,xxb_17b,xxb_17c,xxb_18a,xxb_18b,xxb_18c,etime_h_xxb,etime_m_xxb,flag,hhid2,hh_type,round
4577,4362.0,9.0,43.0,4,24.0,12.0,SSC/ Dakhil,SSC/ Dakhil,Completed class VIII,Completed class VIII,17.0,Completed class V,Completed class IV,Yes,Other wage labor (specify),Yes,0.0,4.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,Pressure from neighbors,,,9.0,44.0,,4362,BIHS and additional hhs for FTF,Round 3 (2018-19)
4578,4363.0,10.0,21.0,3,25.0,13.0,Completed class IX,Completed class IX,HSC/Alim,HSC/Alim,18.0,Completed class V,Completed class V,Yes,Government/ parastatal,Yes,0.0,8.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,10.0,25.0,,4363,BIHS and additional hhs for FTF,Round 3 (2018-19)
4579,4364.0,10.0,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,,4364,BIHS and additional hhs for FTF,Round 3 (2018-19)
4580,4366.0,9.0,22.0,2,30.0,13.0,Completed class V,Completed class V,Completed class VIII,Completed class VIII,20.0,Completed class III,Completed class IV,Yes,Service (private sector ),Yes,1.0,4.0,20000.0,0.0,0.0,35000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,30.0,,4366,BIHS and additional hhs for FTF,Round 3 (2018-19)
4581,4368.0,11.0,21.0,6,30.0,12.0,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,17.0,Completed class II,Completed class V,Yes,Agricultural day labor,Yes,2.0,4.0,0.0,0.0,0.0,100000.0,0.0,50000.0,0.0,Marriage proposals were coming for her,,,11.0,30.0,,4368,BIHS and additional hhs for FTF,Round 3 (2018-19)
4582,4369.0,9.0,21.0,3,18.0,13.0,Completed class VI,Completed class VI,Completed class V,Completed class V,16.0,Completed class V,Completed class VI,Yes,Agricultural day labor,Yes,3.0,4.0,0.0,0.0,0.0,80000.0,0.0,12000.0,0.0,Pressure from neighbors,,,9.0,30.0,,4369,BIHS and additional hhs for FTF,Round 3 (2018-19)
4583,4370.0,11.0,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,7.0,,4370,BIHS and additional hhs for FTF,Round 3 (2018-19)
4584,4371.0,11.0,48.0,2,25.0,12.0,Completed class VII,Completed class VII,Completed class V,Completed class V,19.0,Completed class V,Completed class V,No,,Yes,0.0,3.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,11.0,54.0,,4371,BIHS and additional hhs for FTF,Round 3 (2018-19)
4585,4372.0,9.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,47.0,,4372,BIHS and additional hhs for FTF,Round 3 (2018-19)
4586,4373.0,10.0,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0,,4373,BIHS and additional hhs for FTF,Round 3 (2018-19)
4587,4374.0,9.0,25.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,26.0,,4374,BIHS and additional hhs for FTF,Round 3 (2018-19)
4588,4375.0,9.0,34.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,36.0,,4375,BIHS and additional hhs for FTF,Round 3 (2018-19)
4589,4376.0,9.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,23.0,,4376,BIHS and additional hhs for FTF,Round 3 (2018-19)
4590,4377.1,14.0,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,15.0,,4377.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
4591,4377.2,9.0,41.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,42.0,,4377.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
4592,4378.0,9.0,43.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,44.0,,4378,BIHS and additional hhs for FTF,Round 3 (2018-19)
4593,4379.0,11.0,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,4.0,,4379,BIHS and additional hhs for FTF,Round 3 (2018-19)
4594,4380.0,9.0,41.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,41.0,,4380,BIHS and additional hhs for FTF,Round 3 (2018-19)
4595,4381.0,8.0,31.0,2,22.0,15.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,16.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,0.0,4.0,30000.0,3000.0,7000.0,50000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,8.0,36.0,,4381,BIHS households,Round 3 (2018-19)
4596,4382.0,14.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,22.0,,4382,BIHS households,Round 3 (2018-19)
4597,4383.0,9.0,55.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,56.0,,4383,BIHS households,Round 3 (2018-19)
4598,4384.0,8.0,33.0,4,26.0,13.0,HSC/Alim,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,16.0,Never attended school,Completed class V,Yes,Working own farm (crop),Yes,1.0,1.0,0.0,40000.0,70000.0,20000.0,0.0,16000.0,4000.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,8.0,40.0,,4384,BIHS households,Round 3 (2018-19)
4599,4385.0,8.0,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.0,,4385,BIHS households,Round 3 (2018-19)
4600,4386.0,8.0,26.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,26.0,,4386,BIHS households,Round 3 (2018-19)
4601,4387.0,8.0,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,14.0,,4387,BIHS households,Round 3 (2018-19)
4602,4388.0,7.0,59.0,4,22.0,12.0,Completed class III,Completed class III,Never attended school,Never attended school,12.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,1.0,0.0,0.0,0.0,2000.0,50000.0,0.0,0.0,0.0,The girl herself wanted to marry,,,8.0,9.0,,4388,BIHS households,Round 3 (2018-19)
4603,4389.0,14.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,22.0,,4389,BIHS households,Round 3 (2018-19)
4604,4390.0,8.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,4390,BIHS households,Round 3 (2018-19)
4605,4391.0,8.0,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,22.0,,4391,BIHS households,Round 3 (2018-19)
4606,4392.0,8.0,36.0,6,22.0,14.0,Completed class IX,Completed class IX,HSC/Alim,HSC/Alim,20.0,Never attended school,Never attended school,Yes,Small trader (roadside stand or stall),Yes,1.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,42.0,,4392,BIHS households,Round 3 (2018-19)
4607,4393.0,8.0,32.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,32.0,,4393,BIHS households,Round 3 (2018-19)
4608,4394.1,15.0,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,17.0,,4394.1,BIHS households,Round 3 (2018-19)
4609,4394.2,8.0,20.0,6,22.0,12.0,HSC/Alim,HSC/Alim,HSC/Alim,HSC/Alim,17.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,3.0,1.0,90000.0,10000.0,0.0,150000.0,0.0,15000.0,0.0,The girl herself wanted to marry,,,8.0,26.0,,4394.2,BIHS households,Round 3 (2018-19)
4610,4395.0,8.0,16.0,5,23.0,13.0,SSC/ Dakhil,Completed class IX,Completed class VI,Completed class VI,16.0,Never attended school,Never attended school,Yes,Medium trader (shop or small store),Yes,0.0,1.0,0.0,6000.0,12000.0,80000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,8.0,22.0,,4395,BIHS households,Round 3 (2018-19)
4611,4396.0,8.0,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,22.0,,4396,BIHS households,Round 3 (2018-19)
4612,4397.0,8.0,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,23.0,,4397,BIHS households,Round 3 (2018-19)
4613,4398.0,8.0,42.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,43.0,,4398,BIHS households,Round 3 (2018-19)
4614,4399.0,8.0,38.0,2,27.0,15.0,Completed class IX,Completed class IX,BA/BSC Pass/Fazil,BA/BSC Pass/Fazil,19.0,Never attended school,Never attended school,Yes,Small trader (roadside stand or stall),Yes,2.0,1.0,60000.0,10000.0,10000.0,60000.0,0.0,25000.0,0.0,Pressure from relatives,Pressure from neighbors,Thought the groom was very good and they might not get such,8.0,44.0,,4399,BIHS households,Round 3 (2018-19)
4615,4400.0,8.0,32.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,32.0,,4400,BIHS households,Round 3 (2018-19)
4616,4401.0,9.0,3.0,3,19.0,13.0,Completed class V,Completed class V,Never attended school,Never attended school,16.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,1.0,5.0,25000.0,0.0,25000.0,Not applicable,Not applicable,Not applicable,Not applicable,"Economic condition was poor to support her (food, education,",,,9.0,9.0,,4401,BIHS households,Round 3 (2018-19)
4617,4402.0,9.0,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,13.0,,4402,BIHS households,Round 3 (2018-19)
4618,4403.0,8.0,44.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,45.0,,4403,BIHS households,Round 3 (2018-19)
4619,4404.0,8.0,43.0,2,21.0,13.0,Completed class VIII,Completed class VIII,Completed class VIII,Completed class VIII,19.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,1.0,1.0,21000.0,20000.0,17000.0,Not applicable,Not applicable,Not applicable,Not applicable,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,8.0,49.0,,4404,BIHS households,Round 3 (2018-19)
4620,4405.0,9.0,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,4405,BIHS households,Round 3 (2018-19)
4621,4406.0,9.0,33.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,34.0,,4406,BIHS households,Round 3 (2018-19)
4622,4407.1,12.0,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,4407.1,BIHS households,Round 3 (2018-19)
4623,4407.2,14.0,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,22.0,,4407.2,BIHS households,Round 3 (2018-19)
4624,4408.0,8.0,48.0,2,21.0,14.0,Completed class V,Completed class V,Never attended school,Never attended school,16.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,1.0,1.0,10000.0,10000.0,15000.0,Not applicable,Not applicable,Not applicable,Not applicable,Pressure from neighbors,Pressure from relatives,,8.0,54.0,,4408,BIHS households,Round 3 (2018-19)
4625,4409.0,8.0,51.0,2,21.0,12.0,Completed class III,Completed class III,Never attended school,Never attended school,15.0,Never attended school,Never attended school,No,,Yes,4.0,3.0,500.0,2000.0,3000.0,Not applicable,Not applicable,Not applicable,Not applicable,"Economic condition was poor to support her (food, education,",Thought the groom was very good and they might not get such,,8.0,58.0,,4409,BIHS households,Round 3 (2018-19)
4626,4410.0,14.0,33.0,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,34.0,,4410,BIHS households,Round 3 (2018-19)
4627,4411.0,8.0,42.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,42.0,,4411,BIHS households,Round 3 (2018-19)
4628,4412.0,9.0,37.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,38.0,,4412,BIHS households,Round 3 (2018-19)
4629,4414.0,9.0,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,4414,BIHS households,Round 3 (2018-19)
4630,4415.0,8.0,46.0,4,23.0,12.0,Completed class V,Completed class V,Completed class VII,Completed class VII,17.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,2.0,0.0,10000.0,11000.0,3000.0,Don?t know,0.0,6000.0,0.0,Thought the groom was very good and they might not get such,Pressure from relatives,,8.0,54.0,,4415,BIHS households,Round 3 (2018-19)
4631,4415.0,,,9,23.0,12.0,Completed class V,Completed class V,Completed class IV,Completed class IV,17.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,2.0,2.0,25000.0,12000.0,9000.0,Don?t know,0.0,8000.0,0.0,Thought the groom was very good and they might not get such,,,,,,4415,BIHS households,Round 3 (2018-19)
4632,4416.0,8.0,42.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,43.0,,4416,BIHS households,Round 3 (2018-19)
4633,4417.0,8.0,52.0,7,24.0,12.0,Completed class V,Completed class V,Never attended school,Never attended school,17.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,2.0,1.0,20000.0,12000.0,30000.0,Not applicable,Not applicable,Not applicable,Not applicable,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,8.0,58.0,,4417,BIHS households,Round 3 (2018-19)
4634,4418.0,11.0,46.0,0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,47.0,,4418,BIHS households,Round 3 (2018-19)
4635,4419.0,9.0,7.0,6,21.0,12.0,Completed class IX,Completed class IX,Completed class VI,Completed class VI,18.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,4.0,0.0,58000.0,15000.0,250000.0,Don?t know,0.0,600.0,0.0,Not applicable; she was married after turning 18,,,9.0,12.0,,4419,BIHS households,Round 3 (2018-19)
4636,4420.0,7.0,14.0,8,22.0,13.0,Completed class IX,Completed class IX,Completed class II,Completed class II,15.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,2.0,1.0,30000.0,20000.0,30000.0,Not applicable,Not applicable,Not applicable,Not applicable,Pressure from relatives,Pressure from neighbors,,7.0,21.0,,4420,BIHS households,Round 3 (2018-19)
4637,4421.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4421.1,BIHS households,Round 3 (2018-19)
4638,4421.2,8.0,47.0,8,19.0,13.0,Completed class IX,Completed class IX,Completed class II,Completed class II,14.0,Completed class V,Completed class IX,Yes,Medium trader (shop or small store),Yes,0.0,2.0,30000.0,16500.0,20000.0,60000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,8.0,53.0,,4421.2,BIHS households,Round 3 (2018-19)
4639,4422.0,8.0,40.0,6,25.0,14.0,Completed class VIII,Completed class VIII,Completed class IX,Completed class IX,17.0,SSC/ Dakhil,SSC/ Dakhil,Yes,Working own farm (crop),Yes,0.0,1.0,40000.0,0.0,8000.0,90000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,8.0,46.0,,4422,BIHS households,Round 3 (2018-19)
4640,4423.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4423,BIHS households,Round 3 (2018-19)
4641,4424.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4424,BIHS households,Round 3 (2018-19)
4642,4425.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4425,BIHS households,Round 3 (2018-19)
4643,4426.0,8.0,30.0,4,24.0,12.0,Completed class V,Completed class V,SSC/ Dakhil,SSC/ Dakhil,16.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,3.0,1.0,35000.0,22000.0,20000.0,50000.0,1000.0,1000.0,0.0,Thought the groom was very good and they might not get such,Pressure from relatives,,8.0,38.0,,4426,BIHS households,Round 3 (2018-19)
4644,4427.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4427,BIHS households,Round 3 (2018-19)
4645,4428.0,8.0,50.0,2,23.0,14.0,Completed class IX,Completed class IX,Completed class IX,Completed class IX,18.0,Completed class V,SSC/ Dakhil,No,,Yes,1.0,2.0,30000.0,10000.0,3000.0,60000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,56.0,,4428,BIHS households,Round 3 (2018-19)
4646,4429.0,8.0,42.0,4,22.0,11.0,Completed class IX,Completed class IX,Completed class IX,Completed class IX,16.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,0.0,3.0,100000.0,42000.0,16000.0,Not applicable,Not applicable,Not applicable,Not applicable,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,8.0,47.0,,4429,BIHS households,Round 3 (2018-19)
4647,4430.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4430,BIHS households,Round 3 (2018-19)
4648,4431.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4431,BIHS households,Round 3 (2018-19)
4649,4432.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4432,BIHS households,Round 3 (2018-19)
4650,4433.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4433,BIHS households,Round 3 (2018-19)
4651,4434.0,8.0,36.0,2,26.0,13.0,Completed class VII,Completed class VII,Completed class III,Completed class III,20.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,3.0,53000.0,2000.0,15000.0,60000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,42.0,,4434,BIHS households,Round 3 (2018-19)
4652,4435.0,8.0,42.0,8,27.0,12.0,SSC/ Dakhil,SSC/ Dakhil,BA/BSC Pass/Fazil,BA/BSC Pass/Fazil,19.0,SSC/ Dakhil,Completed class V,Yes,Service (private sector ),Yes,1.0,0.0,100000.0,70000.0,15000.0,1300000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,50.0,,4435,BIHS households,Round 3 (2018-19)
4653,4436.0,8.0,47.0,4,29.0,13.0,Completed class IX,Completed class IX,Completed class IX,Completed class IX,17.0,Completed class V,Completed class V,Yes,Working own farm (crop),Yes,2.0,0.0,0.0,35000.0,70000.0,15000.0,15000.0,0.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,8.0,53.0,,4436,BIHS households,Round 3 (2018-19)
4654,4437.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4437,BIHS households,Round 3 (2018-19)
4655,4439.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4439,BIHS households,Round 3 (2018-19)
4656,4441.0,8.0,42.0,2,16.0,12.0,Completed class IV,Completed class IV,Never attended school,Never attended school,13.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,3.0,1.0,0.0,0.0,2900.0,50000.0,0.0,1000.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,8.0,53.0,,4441,BIHS households,Round 3 (2018-19)
4657,4443.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4443,BIHS households,Round 3 (2018-19)
4658,4444.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4444,BIHS households,Round 3 (2018-19)
4659,4445.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4445,BIHS households,Round 3 (2018-19)
4660,4446.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4446,BIHS households,Round 3 (2018-19)
4661,4447.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4447.1,BIHS households,Round 3 (2018-19)
4662,4447.2,9.0,19.0,7,30.0,13.0,Completed class V,Completed class V,Never attended school,Never attended school,27.0,SSC/ Dakhil,HSC/Alim,No,,Yes,2.0,1.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,25.0,,4447.2,BIHS households,Round 3 (2018-19)
4663,4448.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4448,BIHS households,Round 3 (2018-19)
4664,4449.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4449,BIHS households,Round 3 (2018-19)
4665,4451.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4451,BIHS households,Round 3 (2018-19)
4666,4452.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4452,BIHS households,Round 3 (2018-19)
4667,4455.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4455,BIHS households,Round 3 (2018-19)
4668,4456.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4456,BIHS households,Round 3 (2018-19)
4669,4457.0,9.0,14.0,2,23.0,14.0,Never attended school,Never attended school,Completed class VIII,Completed class VIII,15.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,3.0,4.0,15000.0,0.0,7700.0,35000.0,0.0,1000.0,0.0,"Economic condition was poor to support her (food, education,","If the girl gets older, then parents might have to pay highe",,9.0,25.0,,4457,BIHS households,Round 3 (2018-19)
4670,4458.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4458,BIHS households,Round 3 (2018-19)
4671,4459.0,8.0,48.0,4,25.0,13.0,SSC/ Dakhil,SSC/ Dakhil,MA/MSC and above Kamil,HSC/Alim,19.0,HSC/Alim,SSC/ Dakhil,Yes,Government/ parastatal,Yes,1.0,2.0,0.0,30000.0,30000.0,50000.0,1000.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,0.0,,4459,BIHS households,Round 3 (2018-19)
4672,4460.0,8.0,56.0,1,20.0,12.0,Completed class IV,Completed class IV,Completed class VII,Completed class VII,12.0,Completed class IX,Never attended school,Yes,Share cropper/tenant,Yes,0.0,3.0,10000.0,20000.0,11800.0,10000.0,1000.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,9.0,7.0,,4460,BIHS households,Round 3 (2018-19)
4673,4461.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4461,BIHS households,Round 3 (2018-19)
4674,4462.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4462,BIHS households,Round 3 (2018-19)
4675,4463.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4463,BIHS households,Round 3 (2018-19)
4676,4464.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4464,BIHS households,Round 3 (2018-19)
4677,4465.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4465,BIHS households,Round 3 (2018-19)
4678,4466.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4466,BIHS households,Round 3 (2018-19)
4679,4468.0,8.0,46.0,2,18.0,13.0,Completed class VII,Completed class VII,Completed class V,Completed class V,14.0,Completed class VI,Never attended school,Yes,Working own farm (crop),Yes,2.0,3.0,65000.0,9000.0,7300.0,100000.0,0.0,14000.0,0.0,Pressure from relatives,,,8.0,55.0,,4468,BIHS households,Round 3 (2018-19)
4680,4469.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4469,BIHS households,Round 3 (2018-19)
4681,4470.0,15.0,55.0,2,21.0,13.0,Completed class III,Completed class III,Never attended school,Never attended school,17.0,Never attended school,Completed class III,Yes,Share cropper/tenant,Yes,3.0,0.0,9000.0,0.0,6200.0,20000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",Marriage proposals were coming for her,,4.0,10.0,,4470,BIHS households,Round 3 (2018-19)
4682,4471.0,8.0,39.0,2,22.0,13.0,Completed class IX,Completed class IX,Never attended school,Never attended school,12.0,Completed class III,Completed class V,Yes,Agricultural day labor,Yes,1.0,3.0,0.0,10000.0,3400.0,15000.0,0.0,7000.0,0.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,8.0,42.0,,4471,BIHS households,Round 3 (2018-19)
4683,4472.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4472.1,BIHS households,Round 3 (2018-19)
4684,4472.2,9.0,3.0,4,28.0,13.0,Completed class VIII,Completed class VIII,Completed class VI,Completed class VI,18.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,2.0,0.0,40000.0,16000.0,60000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,14.0,,4472.2,BIHS households,Round 3 (2018-19)
4685,4473.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4473,BIHS households,Round 3 (2018-19)
4686,4474.0,8.0,49.0,2,19.0,13.0,Completed class V,Completed class V,Completed class V,Completed class V,15.0,Completed class IV,Completed class II,Yes,Share cropper/tenant,Yes,1.0,2.0,0.0,23000.0,13000.0,40000.0,0.0,0.0,0.0,Marriage proposals were coming for her,Out of fear of harassment by boys/men,,8.0,57.0,,4474,BIHS households,Round 3 (2018-19)
4687,4475.0,9.0,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,99.0,11.0,,4475,BIHS households,Round 3 (2018-19)
4688,4476.0,9.0,49.0,2,26.0,11.0,Completed class IX,Completed class IX,Completed class VIII,Completed class VIII,18.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,0.0,4.0,10000.0,10500.0,5100.0,70000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,10.0,17.0,,4476,BIHS households,Round 3 (2018-19)
4689,4477.0,13.0,41.0,4,25.0,11.0,SSC/ Dakhil,SSC/ Dakhil,HSC/Alim,HSC/Alim,18.0,Completed class VIII,Completed class III,Yes,Working own farm (crop),Yes,1.0,0.0,0.0,13000.0,0.0,10000.0,10000.0,0.0,0.0,Not applicable; she was married after turning 18,,,1.0,47.0,,4477,BIHS households,Round 3 (2018-19)
